Shipping Mode,Sales per customer,Benefit per order,Order Item Quantity,Actual Delivery Status,Predicted Delivery Status,Late Delivery Risk %,Risk Category,AI Recommendation
Same Day,149.3800049,71.69999695,3,On Time,Late,50.82,Medium Risk,Monitor shipment closely
Standard Class,59.36999893,22.26000023,3,On Time,On Time,39.9,Low Risk,Standard delivery process
Same Day,150.0,-262.5,4,Late,Late,51.25,Medium Risk,Monitor shipment closely
Second Class,47.99000168,-19.20000076,1,Late,Late,78.8,Medium Risk,Monitor shipment closely
Standard Class,363.980011,171.0700073,1,On Time,On Time,40.28,Low Risk,Standard delivery process
Standard Class,197.9900055,53.45999908,1,On Time,On Time,40.77,Low Risk,Standard delivery process
Standard Class,260.980011,78.29000092,1,On Time,On Time,39.78,Low Risk,Standard delivery process
Standard Class,124.7900009,43.68000031,1,Late,On Time,40.37,Low Risk,Standard delivery process
Standard Class,521.9299927,109.5999985,1,Late,On Time,43.66,Low Risk,Standard delivery process
Standard Class,114.3899994,40.04000092,1,On Time,On Time,39.1,Low Risk,Standard delivery process
Second Class,178.1699982,64.13999939,3,Late,Late,81.2,High Risk,Expedite shipment immediately
Standard Class,195.2899933,50.77999878,1,Late,On Time,39.76,Low Risk,Standard delivery process
Standard Class,351.980011,22.17000008,1,On Time,On Time,38.2,Low Risk,Standard delivery process
Standard Class,109.1800003,-10.92000008,2,Late,On Time,42.16,Low Risk,Standard delivery process
Standard Class,1500.0,525.0,1,On Time,On Time,37.1,Low Risk,Standard delivery process
Standard Class,34.97999954,11.8199997,1,Late,On Time,40.18,Low Risk,Standard delivery process
Same Day,245.9799957,43.04999924,1,Late,Late,50.66,Medium Risk,Monitor shipment closely
Second Class,399.9599915,187.9799957,5,Late,Late,80.36,High Risk,Expedite shipment immediately
Standard Class,387.980011,124.1500015,1,On Time,On Time,39.2,Low Risk,Standard delivery process
Standard Class,179.9900055,18.0,1,On Time,On Time,40.37,Low Risk,Standard delivery process
Standard Class,167.9299927,14.77999973,4,Late,On Time,39.75,Low Risk,Standard delivery process
First Class,113.0899963,-1.470000029,1,Late,Late,96.19,High Risk,Expedite shipment immediately
Standard Class,359.980011,176.3899994,1,On Time,On Time,37.73,Low Risk,Standard delivery process
First Class,31.67000008,15.52000046,1,Late,Late,95.88,High Risk,Expedite shipment immediately
Standard Class,89.98999786,18.0,2,On Time,On Time,42.28,Low Risk,Standard delivery process
Standard Class,347.980011,90.48000336,1,On Time,On Time,40.81,Low Risk,Standard delivery process
Standard Class,263.9700012,44.88000107,3,Late,On Time,39.09,Low Risk,Standard delivery process
Second Class,167.9799957,45.36000061,2,Late,Late,79.77,Medium Risk,Monitor shipment closely
First Class,269.980011,80.98999786,1,Late,Late,95.72,High Risk,Expedite shipment immediately
Standard Class,239.9799957,-15.11999989,3,Late,On Time,41.05,Low Risk,Standard delivery process
Standard Class,26.21999931,3.410000086,2,Late,On Time,38.39,Low Risk,Standard delivery process
Standard Class,284.980011,82.63999939,1,On Time,On Time,40.45,Low Risk,Standard delivery process
First Class,299.9899902,87.0,1,Late,Late,96.21,High Risk,Expedite shipment immediately
Standard Class,169.9900055,56.09999847,1,Late,On Time,40.42,Low Risk,Standard delivery process
Standard Class,196.7700043,71.43000031,4,Late,On Time,39.84,Low Risk,Standard delivery process
First Class,347.980011,128.75,1,Late,Late,96.34,High Risk,Expedite shipment immediately
Standard Class,251.9600067,118.4199982,5,On Time,On Time,38.72,Low Risk,Standard delivery process
Standard Class,189.9900055,53.20000076,1,On Time,On Time,39.59,Low Risk,Standard delivery process
Standard Class,199.9499969,62.58000183,5,On Time,On Time,40.57,Low Risk,Standard delivery process
Standard Class,331.980011,89.63999939,1,Late,On Time,40.48,Low Risk,Standard delivery process
Standard Class,409.9599915,143.4900055,5,On Time,On Time,36.33,Low Risk,Standard delivery process
Standard Class,113.0899963,11.31000042,1,On Time,On Time,39.08,Low Risk,Standard delivery process
Standard Class,224.8899994,58.47000122,3,On Time,On Time,46.4,Low Risk,Standard delivery process
First Class,327.980011,110.8600006,1,Late,Late,96.28,High Risk,Expedite shipment immediately
Standard Class,219.9100037,79.83000183,5,Late,On Time,40.1,Low Risk,Standard delivery process
Standard Class,331.980011,92.95999908,1,On Time,On Time,41.07,Low Risk,Standard delivery process
Standard Class,106.5899963,-85.26999664,1,On Time,On Time,43.12,Low Risk,Standard delivery process
Standard Class,251.9799957,115.9100037,1,Late,On Time,40.41,Low Risk,Standard delivery process
Standard Class,189.9900055,19.0,1,Late,On Time,40.41,Low Risk,Standard delivery process
Second Class,239.9799957,18.0,1,Late,Late,78.76,Medium Risk,Monitor shipment closely
Second Class,379.9599915,-664.9299927,4,Late,Late,83.54,High Risk,Expedite shipment immediately
Same Day,141.75,66.62000275,3,On Time,On Time,46.79,Low Risk,Standard delivery process
Second Class,395.9599915,-9.899999619,4,Late,Late,80.77,High Risk,Expedite shipment immediately
Standard Class,269.9700012,3.24000001,3,Late,On Time,39.56,Low Risk,Standard delivery process
Second Class,131.9499969,44.59999847,3,Late,Late,81.06,High Risk,Expedite shipment immediately
Standard Class,383.980011,139.3899994,1,On Time,On Time,41.97,Low Risk,Standard delivery process
Standard Class,278.980011,139.4900055,1,On Time,On Time,41.34,Low Risk,Standard delivery process
Second Class,424.9599915,53.11999893,5,Late,Late,81.71,High Risk,Expedite shipment immediately
Standard Class,74.22000122,0.0,3,On Time,On Time,41.78,Low Risk,Standard delivery process
Standard Class,11.53999996,5.539999962,1,Late,On Time,43.41,Low Risk,Standard delivery process
First Class,139.1699982,-34.79000092,4,Late,Late,96.46,High Risk,Expedite shipment immediately
Standard Class,102.8700027,37.34000015,3,On Time,On Time,43.09,Low Risk,Standard delivery process
Standard Class,151.1699982,72.55999756,3,Late,On Time,39.66,Low Risk,Standard delivery process
Standard Class,130.5,61.34000015,3,On Time,On Time,40.65,Low Risk,Standard delivery process
Standard Class,10.72999954,3.49000001,1,Late,On Time,38.67,Low Risk,Standard delivery process
First Class,347.980011,43.5,1,Late,Late,96.07,High Risk,Expedite shipment immediately
Standard Class,193.9900055,-52.5699997,1,Late,On Time,39.66,Low Risk,Standard delivery process
First Class,293.980011,-161.6900024,1,Late,Late,96.49,High Risk,Expedite shipment immediately
Standard Class,107.8899994,9.489999771,1,On Time,On Time,41.76,Low Risk,Standard delivery process
Standard Class,95.01000214,12.64000034,3,On Time,On Time,41.57,Low Risk,Standard delivery process
Standard Class,105.5800018,8.449999809,2,Late,On Time,39.38,Low Risk,Standard delivery process
Standard Class,167.9900055,35.77999878,1,On Time,On Time,39.21,Low Risk,Standard delivery process
Second Class,296.980011,145.5200043,1,On Time,Late,80.64,High Risk,Expedite shipment immediately
Standard Class,127.3899994,-101.9100037,1,Late,On Time,40.67,Low Risk,Standard delivery process
Standard Class,199.1699982,89.62999725,4,Late,On Time,40.29,Low Risk,Standard delivery process
Standard Class,97.48999786,44.84999847,1,Late,On Time,40.6,Low Risk,Standard delivery process
First Class,165.9900055,63.08000183,1,Late,Late,96.16,High Risk,Expedite shipment immediately
Standard Class,239.9799957,-27.12000084,1,Late,On Time,40.95,Low Risk,Standard delivery process
Standard Class,117.5800018,36.79999924,2,On Time,On Time,40.14,Low Risk,Standard delivery process
First Class,116.9899979,8.18999958,1,Late,Late,96.09,High Risk,Expedite shipment immediately
Standard Class,116.9899979,7.369999886,1,Late,On Time,40.25,Low Risk,Standard delivery process
Standard Class,179.9799957,14.76000023,2,On Time,On Time,40.01,Low Risk,Standard delivery process
Standard Class,148.5,11.14000034,3,On Time,On Time,40.58,Low Risk,Standard delivery process
Standard Class,151.9600067,71.41999817,4,On Time,On Time,40.59,Low Risk,Standard delivery process
Second Class,452.6900024,117.6999969,1,Late,Late,77.98,Medium Risk,Monitor shipment closely
Standard Class,127.3899994,-31.85000038,1,Late,On Time,40.01,Low Risk,Standard delivery process
Standard Class,474.9500122,90.23999786,5,On Time,On Time,39.52,Low Risk,Standard delivery process
Standard Class,296.980011,148.4900055,1,Late,On Time,38.06,Low Risk,Standard delivery process
Standard Class,319.980011,24.0,1,Late,On Time,40.41,Low Risk,Standard delivery process
Standard Class,79.98000336,34.38999939,2,On Time,On Time,38.77,Low Risk,Standard delivery process
Second Class,96.0,12.0,2,On Time,Late,80.66,High Risk,Expedite shipment immediately
Standard Class,189.9900055,-34.77000046,1,On Time,On Time,40.98,Low Risk,Standard delivery process
Standard Class,188.9900055,-33.0699997,1,Late,On Time,41.01,Low Risk,Standard delivery process
Standard Class,236.1600037,113.3499985,5,On Time,On Time,39.78,Low Risk,Standard delivery process
First Class,236.25,113.4000015,5,Late,Late,96.22,High Risk,Expedite shipment immediately
Standard Class,49.18999863,24.60000038,1,Late,On Time,41.19,Low Risk,Standard delivery process
Standard Class,73.80000305,18.45000076,3,On Time,On Time,44.05,Low Risk,Standard delivery process
Same Day,59.38999939,18.59000015,1,On Time,Late,52.35,Medium Risk,Monitor shipment closely
Second Class,199.1699982,72.30000305,4,On Time,Late,81.72,High Risk,Expedite shipment immediately
First Class,109.1900024,9.609999657,1,Late,Late,95.96,High Risk,Expedite shipment immediately
Second Class,278.980011,104.6200027,1,Late,Late,80.94,High Risk,Expedite shipment immediately
Standard Class,363.980011,123.0299988,1,On Time,On Time,40.67,Low Risk,Standard delivery process
Standard Class,173.9299927,-133.3999939,4,On Time,On Time,40.4,Low Risk,Standard delivery process
First Class,175.9299927,80.93000031,4,Late,Late,97.54,High Risk,Expedite shipment immediately
Standard Class,240.0,12.0,5,On Time,On Time,40.83,Low Risk,Standard delivery process
Second Class,347.980011,93.95999908,1,Late,Late,79.33,Medium Risk,Monitor shipment closely
Standard Class,532.5800171,244.9900055,1,On Time,On Time,37.02,Low Risk,Standard delivery process
Standard Class,254.9400024,82.86000061,1,On Time,On Time,45.66,Low Risk,Standard delivery process
Standard Class,39.97999954,-26.67000008,1,Late,On Time,46.79,Low Risk,Standard delivery process
Standard Class,43.47999954,11.73999977,1,On Time,On Time,40.13,Low Risk,Standard delivery process
Second Class,81.01999664,21.0699997,1,Late,Late,82.55,High Risk,Expedite shipment immediately
Standard Class,230.3600006,82.93000031,4,On Time,On Time,40.39,Low Risk,Standard delivery process
Standard Class,89.95999908,-17.98999977,2,On Time,On Time,40.36,Low Risk,Standard delivery process
Standard Class,149.9900055,18.75,1,On Time,On Time,39.84,Low Risk,Standard delivery process
Standard Class,363.980011,174.7100067,1,On Time,On Time,40.67,Low Risk,Standard delivery process
Standard Class,181.9900055,87.36000061,1,Late,On Time,38.6,Low Risk,Standard delivery process
Standard Class,176.3699951,66.13999939,3,On Time,On Time,37.57,Low Risk,Standard delivery process
Standard Class,127.3899994,-15.92000008,1,On Time,On Time,40.95,Low Risk,Standard delivery process
Standard Class,156.5700073,54.79999924,3,On Time,On Time,39.85,Low Risk,Standard delivery process
Standard Class,49.5,3.960000038,1,On Time,On Time,40.84,Low Risk,Standard delivery process
Standard Class,117.5800018,54.09000015,2,On Time,On Time,41.47,Low Risk,Standard delivery process
Standard Class,199.9199982,95.95999908,5,Late,On Time,40.06,Low Risk,Standard delivery process
Standard Class,103.9899979,33.79999924,1,Late,On Time,40.82,Low Risk,Standard delivery process
Standard Class,14.98999977,5.440000057,1,Late,On Time,40.93,Low Risk,Standard delivery process
Standard Class,163.7700043,-109.2399979,3,On Time,On Time,39.52,Low Risk,Standard delivery process
Standard Class,116.9899979,31.59000015,1,Late,On Time,40.8,Low Risk,Standard delivery process
Standard Class,86.98999786,8.699999809,1,Late,On Time,40.16,Low Risk,Standard delivery process
First Class,136.5,-95.55000305,3,Late,Late,98.05,High Risk,Expedite shipment immediately
Second Class,361.6300049,-301.2399902,1,Late,Late,82.96,High Risk,Expedite shipment immediately
Standard Class,122.8399963,39.91999817,1,Late,On Time,39.7,Low Risk,Standard delivery process
Second Class,181.9499969,87.33999634,5,Late,Late,81.09,High Risk,Expedite shipment immediately
Second Class,181.9900055,45.5,1,Late,Late,79.68,Medium Risk,Monitor shipment closely
Standard Class,327.980011,102.6600037,1,Late,On Time,40.67,Low Risk,Standard delivery process
Standard Class,248.9600067,67.22000122,5,Late,On Time,37.33,Low Risk,Standard delivery process
Second Class,327.980011,160.7100067,1,On Time,Late,79.53,Medium Risk,Monitor shipment closely
Second Class,47.97999954,14.39000034,1,Late,Late,80.08,High Risk,Expedite shipment immediately
Standard Class,170.0700073,73.12999725,3,Late,On Time,39.97,Low Risk,Standard delivery process
Standard Class,149.9400024,67.47000122,4,On Time,On Time,41.14,Low Risk,Standard delivery process
Second Class,123.4899979,41.74000168,1,Late,Late,80.07,High Risk,Expedite shipment immediately
Standard Class,159.9799957,70.38999939,2,On Time,On Time,37.4,Low Risk,Standard delivery process
Second Class,299.980011,71.40000153,1,Late,Late,80.66,High Risk,Expedite shipment immediately
Standard Class,24.23999977,1.210000038,1,On Time,On Time,40.3,Low Risk,Standard delivery process
Standard Class,244.8999939,71.01999664,5,Late,On Time,40.82,Low Risk,Standard delivery process
Standard Class,299.9899902,104.9899979,1,On Time,On Time,42.85,Low Risk,Standard delivery process
Standard Class,47.97999954,20.62999916,1,Late,On Time,40.53,Low Risk,Standard delivery process
First Class,399.9599915,139.9900055,5,Late,Late,96.4,High Risk,Expedite shipment immediately
Standard Class,90.0,32.66999817,2,On Time,On Time,41.36,Low Risk,Standard delivery process
Second Class,45.5,20.93000031,1,Late,Late,79.07,Medium Risk,Monitor shipment closely
Standard Class,250.2200012,-54.29999924,1,On Time,On Time,42.04,Low Risk,Standard delivery process
Standard Class,384.1199951,142.1199951,4,On Time,On Time,43.51,Low Risk,Standard delivery process
Second Class,134.9799957,39.13999939,3,Late,Late,80.71,High Risk,Expedite shipment immediately
Same Day,71.98000336,-26.42000008,2,On Time,Late,50.41,Medium Risk,Monitor shipment closely
Standard Class,248.9799957,104.5699997,3,Late,On Time,38.61,Low Risk,Standard delivery process
Standard Class,157.4100037,17.79000092,4,On Time,On Time,42.31,Low Risk,Standard delivery process
First Class,90.0,30.42000008,2,Late,Late,96.6,High Risk,Expedite shipment immediately
Same Day,91.5,25.62000084,2,On Time,Late,54.63,Medium Risk,Monitor shipment closely
Standard Class,123.4899979,43.22000122,1,On Time,On Time,40.06,Low Risk,Standard delivery process
Standard Class,97.48999786,-1.360000014,1,On Time,On Time,40.79,Low Risk,Standard delivery process
Standard Class,290.980011,142.5800018,1,On Time,On Time,40.03,Low Risk,Standard delivery process
Standard Class,116.9899979,30.42000008,1,On Time,On Time,40.31,Low Risk,Standard delivery process
Standard Class,57.59000015,4.320000172,1,Late,On Time,40.93,Low Risk,Standard delivery process
Standard Class,122.8399963,57.74000168,1,Late,On Time,41.27,Low Risk,Standard delivery process
Standard Class,359.980011,161.9900055,1,Late,On Time,39.03,Low Risk,Standard delivery process
Standard Class,89.98999786,-15.02999973,2,Late,On Time,40.76,Low Risk,Standard delivery process
First Class,1230.0,590.4000244,1,Late,Late,95.84,High Risk,Expedite shipment immediately
Same Day,123.4899979,34.58000183,1,On Time,On Time,49.91,Low Risk,Standard delivery process
Standard Class,290.980011,-523.7700195,1,Late,On Time,34.69,Low Risk,Standard delivery process
Standard Class,87.0,-63.77000046,2,Late,On Time,41.78,Low Risk,Standard delivery process
Standard Class,165.9299927,53.93000031,4,Late,On Time,40.73,Low Risk,Standard delivery process
Same Day,383.980011,-281.4599915,1,On Time,Late,60.93,Medium Risk,Monitor shipment closely
Same Day,127.5,42.08000183,3,Late,Late,51.83,Medium Risk,Monitor shipment closely
Standard Class,37.49000168,-14.35999966,1,On Time,On Time,41.32,Low Risk,Standard delivery process
Second Class,180.0,52.20000076,4,Late,Late,80.5,High Risk,Expedite shipment immediately
Standard Class,118.0800018,55.5,5,On Time,On Time,41.48,Low Risk,Standard delivery process
Standard Class,299.980011,143.9900055,1,On Time,On Time,38.75,Low Risk,Standard delivery process
Standard Class,182.0,-16.02000046,4,On Time,On Time,41.5,Low Risk,Standard delivery process
Standard Class,359.980011,-287.9899902,1,On Time,On Time,40.58,Low Risk,Standard delivery process
Standard Class,269.980011,64.80000305,1,On Time,On Time,41.1,Low Risk,Standard delivery process
First Class,34.79000092,10.02000046,1,Late,Late,96.91,High Risk,Expedite shipment immediately
Second Class,155.1600037,-31.03000069,4,Late,Late,81.8,High Risk,Expedite shipment immediately
Standard Class,63.72000122,18.47999954,3,On Time,On Time,41.16,Low Risk,Standard delivery process
First Class,164.0,23.62000084,4,Late,Late,96.3,High Risk,Expedite shipment immediately
Standard Class,391.980011,44.29000092,1,Late,On Time,40.12,Low Risk,Standard delivery process
Standard Class,239.9600067,110.3799973,4,On Time,On Time,40.01,Low Risk,Standard delivery process
Standard Class,236.2400055,-26.70000076,1,Late,On Time,39.99,Low Risk,Standard delivery process
Second Class,239.9799957,-175.9100037,1,Late,Late,79.87,Medium Risk,Monitor shipment closely
Standard Class,387.980011,112.5100021,1,On Time,On Time,40.89,Low Risk,Standard delivery process
Standard Class,165.9900055,58.09999847,1,Late,On Time,40.8,Low Risk,Standard delivery process
Standard Class,210.0,67.19999695,5,Late,On Time,40.85,Low Risk,Standard delivery process
Second Class,134.9499969,-1.75,3,On Time,Late,80.22,High Risk,Expedite shipment immediately
Standard Class,173.9799957,50.45000076,2,On Time,On Time,39.68,Low Risk,Standard delivery process
Second Class,193.9900055,-148.7899933,1,Late,Late,79.3,Medium Risk,Monitor shipment closely
Standard Class,187.1600037,-9.359999657,4,Late,On Time,40.62,Low Risk,Standard delivery process
Standard Class,293.980011,36.75,1,On Time,On Time,40.31,Low Risk,Standard delivery process
Standard Class,107.8899994,37.75999832,1,Late,On Time,41.37,Low Risk,Standard delivery process
First Class,136.4400024,-368.3800049,1,Late,Late,97.44,High Risk,Expedite shipment immediately
Standard Class,287.9500122,138.2200012,5,On Time,On Time,39.78,Low Risk,Standard delivery process
Standard Class,319.980011,-234.5500031,1,On Time,On Time,42.38,Low Risk,Standard delivery process
Second Class,123.4899979,58.04000092,1,Late,Late,81.12,High Risk,Expedite shipment immediately
Standard Class,163.9900055,75.44000244,1,Late,On Time,40.14,Low Risk,Standard delivery process
First Class,90.0,24.29999924,2,Late,Late,96.49,High Risk,Expedite shipment immediately
Standard Class,157.4900055,55.11999893,1,On Time,On Time,40.57,Low Risk,Standard delivery process
Standard Class,42.0,-33.59999847,1,Late,On Time,40.4,Low Risk,Standard delivery process
Standard Class,383.9599915,134.3899994,4,Late,On Time,40.08,Low Risk,Standard delivery process
Second Class,521.9299927,41.75,1,On Time,Late,82.78,High Risk,Expedite shipment immediately
Standard Class,436.1000061,-163.5399933,1,On Time,On Time,38.46,Low Risk,Standard delivery process
Standard Class,123.4899979,51.86999893,1,On Time,On Time,39.85,Low Risk,Standard delivery process
Standard Class,124.7900009,15.60000038,1,On Time,On Time,41.25,Low Risk,Standard delivery process
Standard Class,203.9700012,63.84000015,3,On Time,On Time,40.42,Low Risk,Standard delivery process
Standard Class,223.1600037,82.5699997,4,On Time,On Time,40.76,Low Risk,Standard delivery process
First Class,151.1499939,15.11999989,5,Late,Late,96.77,High Risk,Expedite shipment immediately
Standard Class,89.98999786,45.0,1,On Time,On Time,40.38,Low Risk,Standard delivery process
First Class,41.47999954,10.78999996,1,Late,Late,95.31,High Risk,Expedite shipment immediately
Standard Class,339.980011,166.5899963,1,Late,On Time,39.29,Low Risk,Standard delivery process
First Class,119.9800034,57.59000015,2,Late,Late,95.81,High Risk,Expedite shipment immediately
Standard Class,217.5,-48.93999863,5,On Time,On Time,41.29,Low Risk,Standard delivery process
Standard Class,259.730011,-29.35000038,5,On Time,On Time,39.41,Low Risk,Standard delivery process
First Class,120.8899994,55.61000061,1,Late,Late,96.72,High Risk,Expedite shipment immediately
Second Class,189.9900055,40.09000015,1,On Time,Late,82.52,High Risk,Expedite shipment immediately
Standard Class,327.980011,-524.7700195,1,On Time,On Time,38.31,Low Risk,Standard delivery process
Standard Class,335.980011,67.19999695,1,Late,On Time,39.8,Low Risk,Standard delivery process
Same Day,317.9200134,27.97999954,1,On Time,Late,54.53,Medium Risk,Monitor shipment closely
Standard Class,37.5,6.380000114,1,On Time,On Time,39.57,Low Risk,Standard delivery process
Standard Class,93.0,23.25,2,On Time,On Time,39.71,Low Risk,Standard delivery process
First Class,296.9700012,-772.1199951,3,Late,Late,97.58,High Risk,Expedite shipment immediately
Standard Class,263.980011,10.56000042,1,On Time,On Time,38.8,Low Risk,Standard delivery process
Standard Class,359.980011,4.320000172,1,Late,On Time,39.9,Low Risk,Standard delivery process
Second Class,123.4899979,35.81000137,1,Late,Late,80.05,High Risk,Expedite shipment immediately
Standard Class,104.9599991,32.54000092,5,Late,On Time,40.13,Low Risk,Standard delivery process
Standard Class,129.9900055,-85.79000092,1,Late,On Time,37.22,Low Risk,Standard delivery process
Standard Class,158.3699951,57.49000168,3,Late,On Time,40.69,Low Risk,Standard delivery process
Standard Class,239.9600067,87.11000061,4,On Time,On Time,39.86,Low Risk,Standard delivery process
Second Class,149.3800049,62.74000168,3,Late,Late,81.3,High Risk,Expedite shipment immediately
Second Class,99.58000183,34.84999847,2,Late,Late,78.55,Medium Risk,Monitor shipment closely
First Class,89.98999786,10.17000008,2,Late,Late,95.86,High Risk,Expedite shipment immediately
Same Day,31.98999977,3.200000048,1,On Time,Late,56.5,Medium Risk,Monitor shipment closely
Standard Class,113.0899963,54.27999878,1,Late,On Time,42.41,Low Risk,Standard delivery process
Standard Class,120.8899994,53.18999863,1,Late,On Time,40.06,Low Risk,Standard delivery process
Standard Class,23.73999977,6.170000076,1,Late,On Time,40.59,Low Risk,Standard delivery process
Standard Class,79.18000031,-58.04000092,2,On Time,On Time,38.31,Low Risk,Standard delivery process
Standard Class,42.47999954,13.30000019,2,On Time,On Time,40.54,Low Risk,Standard delivery process
Same Day,278.980011,133.9100037,1,On Time,On Time,46.67,Low Risk,Standard delivery process
Standard Class,248.9600067,87.13999939,5,On Time,On Time,40.14,Low Risk,Standard delivery process
Standard Class,165.9900055,71.37999725,1,Late,On Time,37.47,Low Risk,Standard delivery process
Second Class,149.9400024,-35.24000168,4,On Time,Late,79.22,Medium Risk,Monitor shipment closely
Same Day,189.9900055,-40.47000122,1,Late,Late,50.7,Medium Risk,Monitor shipment closely
Second Class,287.9700012,32.54000092,3,Late,Late,80.9,High Risk,Expedite shipment immediately
Standard Class,351.980011,158.3899994,1,Late,On Time,41.5,Low Risk,Standard delivery process
Second Class,116.1999969,42.18000031,5,Late,Late,79.53,Medium Risk,Monitor shipment closely
Standard Class,243.6000061,114.4899979,4,On Time,On Time,43.81,Low Risk,Standard delivery process
Standard Class,103.9899979,37.75,1,On Time,On Time,41.67,Low Risk,Standard delivery process
Standard Class,399.980011,127.9899979,1,Late,On Time,40.44,Low Risk,Standard delivery process
First Class,204.5200043,-33.34000015,1,Late,Late,95.93,High Risk,Expedite shipment immediately
Standard Class,100.7699966,8.869999886,4,Late,On Time,42.2,Low Risk,Standard delivery process
Second Class,122.8399963,55.27999878,1,Late,Late,78.6,Medium Risk,Monitor shipment closely
Same Day,191.9900055,64.88999939,1,Late,On Time,48.26,Low Risk,Standard delivery process
Standard Class,283.480011,60.38000107,1,Late,On Time,40.47,Low Risk,Standard delivery process
Standard Class,89.98999786,43.20000076,1,Late,On Time,41.55,Low Risk,Standard delivery process
Standard Class,103.8899994,1.039999962,2,Late,On Time,41.56,Low Risk,Standard delivery process
Standard Class,379.980011,137.9299927,1,On Time,On Time,43.55,Low Risk,Standard delivery process
Standard Class,159.9900055,65.59999847,1,On Time,On Time,39.95,Low Risk,Standard delivery process
First Class,197.9900055,91.08000183,1,Late,Late,96.21,High Risk,Expedite shipment immediately
Standard Class,278.9500122,97.62999725,5,Late,On Time,40.15,Low Risk,Standard delivery process
First Class,287.980011,32.54000092,1,Late,Late,96.02,High Risk,Expedite shipment immediately
First Class,401.4899902,164.6100006,1,Late,Late,95.73,High Risk,Expedite shipment immediately
Standard Class,181.9299927,49.11999893,4,On Time,On Time,40.05,Low Risk,Standard delivery process
Standard Class,31.35000038,-22.72999954,1,Late,On Time,40.54,Low Risk,Standard delivery process
Second Class,210.0,92.40000153,4,On Time,Late,83.33,High Risk,Expedite shipment immediately
Same Day,269.980011,94.48999786,1,Late,Late,51.09,Medium Risk,Monitor shipment closely
Second Class,58.18999863,17.45999908,1,On Time,Late,83.21,High Risk,Expedite shipment immediately
Standard Class,65.58000183,22.95000076,2,On Time,On Time,39.05,Low Risk,Standard delivery process
Standard Class,395.980011,143.7400055,1,On Time,On Time,42.8,Low Risk,Standard delivery process
Standard Class,94.95999908,-4.75,2,On Time,On Time,37.66,Low Risk,Standard delivery process
Standard Class,95.95999908,44.13999939,2,On Time,On Time,40.42,Low Risk,Standard delivery process
Second Class,239.9799957,72.0,1,Late,Late,80.38,High Risk,Expedite shipment immediately
First Class,37.5,3.299999952,1,Late,Late,95.82,High Risk,Expedite shipment immediately
Standard Class,227.9600067,-32.59999847,4,On Time,On Time,40.83,Low Risk,Standard delivery process
First Class,383.9599915,107.5100021,4,Late,Late,96.42,High Risk,Expedite shipment immediately
Standard Class,165.9900055,59.75999832,1,Late,On Time,40.22,Low Risk,Standard delivery process
Same Day,116.9899979,23.39999962,1,On Time,Late,55.73,Medium Risk,Monitor shipment closely
Standard Class,113.9800034,42.74000168,2,Late,On Time,40.75,Low Risk,Standard delivery process
First Class,335.980011,157.9100037,1,Late,Late,95.92,High Risk,Expedite shipment immediately
Standard Class,188.9900055,75.59999847,1,On Time,On Time,39.96,Low Risk,Standard delivery process
Standard Class,188.9900055,64.26000214,1,On Time,On Time,39.54,Low Risk,Standard delivery process
Standard Class,335.980011,-151.1900024,1,On Time,On Time,42.31,Low Risk,Standard delivery process
Standard Class,351.9599915,57.36999893,4,Late,On Time,40.31,Low Risk,Standard delivery process
Standard Class,293.980011,138.1699982,1,Late,On Time,38.19,Low Risk,Standard delivery process
First Class,123.4899979,60.50999832,1,Late,Late,95.79,High Risk,Expedite shipment immediately
Standard Class,114.3899994,38.65999985,1,Late,On Time,39.97,Low Risk,Standard delivery process
Standard Class,347.980011,52.20000076,1,On Time,On Time,39.79,Low Risk,Standard delivery process
Standard Class,254.9799957,-31.87000084,1,On Time,On Time,41.04,Low Risk,Standard delivery process
Standard Class,95.98000336,-10.85000038,3,On Time,On Time,40.99,Low Risk,Standard delivery process
Standard Class,174.5700073,0.0,3,On Time,On Time,37.94,Low Risk,Standard delivery process
Standard Class,359.980011,176.3899994,1,Late,On Time,38.93,Low Risk,Standard delivery process
First Class,178.1699982,51.66999817,3,Late,Late,96.79,High Risk,Expedite shipment immediately
Same Day,126.0,51.65999985,3,On Time,Late,51.35,Medium Risk,Monitor shipment closely
Standard Class,239.9600067,27.12000084,5,On Time,On Time,39.91,Low Risk,Standard delivery process
Standard Class,90.95999908,41.84000015,2,On Time,On Time,40.0,Low Risk,Standard delivery process
Standard Class,58.79000092,20.57999992,1,On Time,On Time,40.31,Low Risk,Standard delivery process
Second Class,260.980011,117.4400024,1,Late,Late,78.67,Medium Risk,Monitor shipment closely
First Class,182.0,66.0699997,4,Late,Late,96.41,High Risk,Expedite shipment immediately
Second Class,78.08999634,32.79999924,3,On Time,Late,81.17,High Risk,Expedite shipment immediately
Standard Class,122.8399963,18.43000031,1,On Time,On Time,42.9,Low Risk,Standard delivery process
Standard Class,223.1600037,83.69000244,4,Late,On Time,40.38,Low Risk,Standard delivery process
Second Class,479.9500122,19.20000076,5,Late,Late,83.15,High Risk,Expedite shipment immediately
First Class,44.97999954,-76.47000122,1,Late,Late,95.53,High Risk,Expedite shipment immediately
Second Class,284.9500122,28.5,5,Late,Late,81.63,High Risk,Expedite shipment immediately
First Class,193.9900055,91.18000031,1,Late,Late,96.01,High Risk,Expedite shipment immediately
Standard Class,116.9899979,13.68999958,1,On Time,On Time,39.09,Low Risk,Standard delivery process
